price_mwh
146.38166666666666
132.79833333333332
95.87166666666667
92.62666666666667
132.58666666666667
148.29333333333332
155.27333333333334
148.68666666666664
104.88333333333333
94.49166666666667
103.10333333333334
88.505
72.91666666666667
86.29666666666667
184.82333333333335
117.46999999999998
79.395
103.73166666666667
69.69833333333334
52.38166666666667
53.79999999999999
99.17333333333333
85.825
77.77833333333332
82.58333333333333
277.65000000000003
573.3449999999999
148.58166666666668
3850.3233333333333
17250.103333333333
17500.0
3440.3683333333333
115.01333333333334
183.14000000000001
165.15
623.3183333333333
319.415
287.73333333333335
299.99
299.99
299.9866666666667
229.9366666666667
215.69833333333335
218.295
192.66333333333333
190.61166666666668
171.40166666666667
152.35333333333332
